topic_id,rpid,username,ctime,message
924080,12817754,poyanhu,2023-03-15 09:57:36 +08:00,"可以编程。就是架构，算法，思路得自己想。还要检查下给的方案对不对。

我试用过： https://ai117.com/"
924080,12817756,cmdOptionKana,2023-03-15 09:57:41 +08:00,"我想到一个很贴切的类比。

汽车的手动挡变成自动挡、各种辅助驾驶功能、传感器 /泊车辅助、自动驾驶功能、地图导航等等，都极大地降低了汽车司机的门槛，但貌似无法取代司机，也没有使司机的数量减少。

除非有一天自动驾驶技术有重大突破，彻底不需要人去操作。

编程也类似，现阶段的 AI 再怎么厉害，也只是辅助程序员，只是程序员的工具，要是你开公司，你还是要招聘活人程序员，然后花钱让程序员去使用 AI 。

除非有一天 AI 编程有重大突破。

但是，AI 的重大突破，最后一步，也许要等很多年。"
924080,12817765,zqlcrow,2023-03-15 09:58:52 +08:00,@LiuJiang 我的错
924080,12817771,zlo309618100727,2023-03-15 10:00:22 +08:00,"gpt 能写 90%，给一个大概得框架，然后剩下 10%需要人工修补一下。
基本上一个功能就能跑起来了。"
924080,12817773,yaoyaomoe,2023-03-15 10:00:51 +08:00,"@LavaC 甚至可能给你告诉你一个正确的运行结果

整体来说写一些简单的东西，或者给你一个需要修改的错误代码，没问题。但是完全能用的程序现在还做不到。"
924080,12817788,ZoeeoZ,2023-03-15 10:02:53 +08:00,#23 事实就是大多数的各种库 官方文档确实一团糟
924080,12817789,dd991,2023-03-15 10:02:53 +08:00,这个这样说吧
924080,12817798,LANB0,2023-03-15 10:03:58 +08:00,能不能写我不知道，但我知道可以通过自然语言指导 gpt 给出大部分我想要的代码，然后稍加整合即可正常运行。
924080,12817804,lingo,2023-03-15 10:04:59 +08:00,"再问个问题。
假如你招了个人。给他个需求，比如说一个后台管理系统吧，纯增删改查的。从数据库到后台到前端页面。
然后这个人说不行。写不出来。
然后你给了他一个现成的项目，跟上面说的一样。你说要增加一个功能，然后他照着原有的项目，建表，写 MVC ，页面也是 ctrl c v 一把梭，改改字段。还照着引用的库的文档给你加了几个系统没有现成代码的功能。
那这个人，会不会编程？"
924080,12817809,yvescheung,2023-03-15 10:05:39 +08:00,反正 copilot 已经帮我省了大把的时间来摸鱼了
924080,12817811,MASAILA,2023-03-15 10:06:11 +08:00,媒体都是自嗨比较多
924080,12817823,makelove,2023-03-15 10:07:36 +08:00,本来我也怀疑，直到我用了之后，完全超出我的想象，现在我写新函数直接 gpt 下基本能用，写得比我还老练
924080,12817825,mercury233,2023-03-15 10:08:11 +08:00,"我不懂 python ，让 chatgpt 改了一段代码，确实可以用
https://github.com/openai/whisper/pull/1039#issuecomment-1457393500"
924080,12817832,lizytalk,2023-03-15 10:09:05 +08:00,你用过 GitHub copilot 么？用过的话就不会对 AI 辅助编程有怀疑了
924080,12817838,makun123,2023-03-15 10:09:48 +08:00,"替代程序员不行，目前是提高生产力能力很强。
我现在基本上都是 chatgpt 提问写片段代码，然后由我拼装，检查 bug ，chatgpt 写出的代码 bug 还是挺多的，经常少定义类少定义方法的，需要不断提问让他补充。
举个例子：之前写 chatgpt 接入企业微信 我会问他：
1.用 go 实现 调用 chatgpt api 接口
2.用 go 实现 向企业微信小程序推送消息
3.用 go 实现 获取企业微信 accesstoken
4.完善上面问题,accesstoken 设置在内存中超时重新获取
然后 我要做的就是 把他给出的四段代码组合，然后加一些日志，跑下修 bug ，工作量减少 80%"
924080,12817843,lizytalk,2023-03-15 10:10:30 +08:00,@lizytalk AI 目前不能完全代替程序员，但是只要程序员把需求“翻译”成一系列非常明确的、比较小的编程问题，让 AI 去完形填空，AI 还是很靠谱的。
924080,12817844,placeholder,2023-03-15 10:10:34 +08:00,大数据而已啦，你还真以为是它自己写的啊，
924080,12817851,cmdOptionKana,2023-03-15 10:11:06 +08:00,"@makelove 
@mercury233 

即便如此，如果你当老板开 IT 公司，你要不要招聘程序员？"
924080,12817897,PINKKILLER,2023-03-15 10:15:33 +08:00,"感谢您的提问。GPT （ Generative Pre-trained Transformer ）是一种基于 Transformer 的神经网络模型，被广泛用于自然语言处理（ NLP ）任务中。由于其强大的语言生成能力，一些研究人员在探索使用 GPT 进行软件编程方面的应用。

但是目前来看，GPT 并不能代替传统的编程方法。虽然 GPT 可以理解自然语言的语法和语义，但它不能像人类程序员一样使用代码实现具体功能。它只能生成一些具有表面上正确性的代码片段，而不能生成高质量、可靠和高效的代码。因此，GPT 可能被用作编程辅助工具，但不会完全取代人类程序员。

至于各种看似“惊人”的 GPT 应用案例，有些确实是被夸大其词的，而有些则可能是因为对于特定任务的定制训练和数据集的优化。虽然 GPT 具有非常强大的语言处理能力，但目前它还远远没有达到完全颠覆编程的地步。"
924080,12817914,makelove,2023-03-15 10:16:42 +08:00,"@cmdOptionKana 要招啊，但是本来招 10 个才能完成的进度可能 2 个就行了。
现在我用这个唯一的缺点就是生成的代码我有强迫症还自己手动去理解学习，虽然这个并不必要。"
924080,12817916,tf2,2023-03-15 10:17:11 +08:00,"汽车才出来的时候也干不过马的


马镫出来之前骑兵也干不过战车的。。。"
924080,12817932,quake0day,2023-03-15 10:18:42 +08:00,"@cxzweb 其实使用 ChatGPT 这个技能就和会用搜索引擎和 Stack Overflow 搜索答案是一样的。现在大部分人面试还是靠刷题，工作大部分还是靠搜索（也没有多少自主思考写代码的成分在里面）。只不过以后就是把搜索变成搜索+ChatGPT ，效率比只会搜索的人提高了。

个人认为，有了 AI 以后写代码的能力可能并不是那么重要了，毕竟现在所谓的写代码说白了也不过就是一个人提前熟读并且背好了编程语言，操作系统或者某种框架的语法和 API ，然后根据自己的需要重新排列组合而已，甭管业务逻辑多么复杂，以后这部分工作交给训练特定代码库的 AI 分分钟可以搞定。然而，读代码或者调试代码的能力可能会变的越来越重要——能够做熟练阅读 AI 生成代码，并会根据需要作简单修改的技能将会是主流。而会熟练使用各种调试器和会逆向工程的技能可能将会是以后区别一个人是不是真正大牛的关键。

不过有了 AI 以后，程序员这个工种的准入门槛和含金量就会迅速降低，因此相对应的工资收入和社会地位也会降低。程序员应该很快就会变成 21 世纪的工厂工人。与此同时，程序员和系统架构师之间的差距也会越来越大。就像工人和高级工程师之间的差距一样。"
924080,12817953,cmdOptionKana,2023-03-15 10:20:40 +08:00,"@makelove 对，正是如此。

也就是说，开 IT 公司的成本下降了，这会导致更多人去开公司。

想想会计电算化，现在一个会计能完成以前几十个拿算盘的，但会计的职位却反而比以前需要更多人，每一家公司需要的会计人数少了，但公司多了。"
924080,12817959,kergee,2023-03-15 10:21:30 +08:00,就像哈利波特里——要会念咒语
924080,12817968,lifeintools,2023-03-15 10:22:06 +08:00,一个更好检索信息的工具。我愿意为之付费
924080,12817983,ah429,2023-03-15 10:25:10 +08:00,对于未来的程序员来说，任何可以通过练习或记忆获得的编程技能都将不再是必不可少的。相反，一个高层次的理解和创造性思维将更加重要。
924080,12817987,ytmsdy,2023-03-15 10:25:30 +08:00,"现在网上的信息过于丰富了，有时候程序员遇到一个问题或者 bug 的时候，往往需要花上好几个小时在屎堆里面寻找答案。但是又了 gpt 以后，他能快速又直接的给出答案。
另外对于快速入门也是很方便的。"
924080,12818002,xbird,2023-03-15 10:26:34 +08:00,"这么说吧，我已经用了两个月了，现在已经离不开了。
这东西理解能力比搜索引擎好多了。
还能一直追问，把问题展开来问。
至于能不能编程这个问题，我觉得确实有帮助的。
比如寻找某个功能的现成代码和库，你问它，他能给你介绍推荐。

比如某些确定性高一些的功能函数，直接就给你代码，自己改改就能用。

比如你是写 js 的，想要一份 python 的功能代码，那就再合适不过了，直接生成就好了。

生成出来的代码因为你写 js 的，pyhton 你看不懂，所以你可以让它生成带行号的 python 代码，然后用行号一行一行让它解释给你听，变相的就等于快速入门了。

这东西降低了跨领域的门槛，很多信息门槛可能以后就不存在了，毕竟人类在面临完全陌生的领域的时候总是不知道怎么从 0 开始，需要摸索好长一段时间。

而 gpt 却能领你快速入门。"
924080,12818015,pansongya,2023-03-15 10:28:31 +08:00,你需要的不是代码 是想象力
924080,12818022,zhimayan,2023-03-15 10:29:17 +08:00,可以让它处理数据，我觉得写的很不错，给他一个输入数据，要求输出指定格式这样。平时查一些问题也非常好，还会写 ppt 大纲，感觉已经离不开它了
924080,12818024,maplelin,2023-03-15 10:29:36 +08:00,GPT 实打实带来了效率提升。OP 举例的鸿蒙和元宇宙给这个世界带来了什么改变吗，完全不是一码事。
924080,12818026,knightgao2,2023-03-15 10:29:38 +08:00,GPT 已经杀死了翻译，生产力的车轮是挡不住的
924080,12818056,zqlcrow,2023-03-15 10:33:17 +08:00,"@maplelin 

这你就错啦。  
当时网上可不是这么说的。  

改变了世界呢。（手动狗头）"
924080,12818058,zqlcrow,2023-03-15 10:33:43 +08:00,"@knightgao2 
能杀死翻译的，不代表就能杀死程序员。  
两者没有相关性。"
924080,12818068,rokycool,2023-03-15 10:35:09 +08:00,"应该说会解放很多重复性劳动，同时挤压很多只会基础技能的从业者

站在老板角度，就算员工真的只是复制代码；但还是要给工资和五险一金的。
然而 GPT 不用操心这些，他不会反对 996 不会有情绪；并且用极低的成本购买了一堆研究者筛选 /标记过的优秀劳动成果

给予很多人想象空间；"
924080,12818077,lyang,2023-03-15 10:36:23 +08:00,简单的事可以，不过还是得检查检查，对编程效率还是有提高
924080,12818093,cmdOptionKana,2023-03-15 10:38:30 +08:00,"@knightgao2 只能杀死最低端的翻译，即错了也无所谓的翻译。

绝大多数出版物、产品说明、正经能赚钱的文档等等，AI 翻译完全没法用。"
924080,12818166,hitmanx,2023-03-15 10:47:53 +08:00,"我用下来最大的方便是可以很高效、直接地回答你的问题。有以下场景
1. 一个问题你只知道自然语言怎么描述而并不知道对应的专业名词。如果直接在 stackoverflow 里或者 google 里搜，缺少了关键字很难找到有关信息。而 chatgpt 可以理解你的问题，并且你可以询问这个名词叫什么，有利于后续的交流和搜索。
2. stackoverflow 上搜索效率很低。可能是由于问题并不和你的完全一样，只是关键字有重叠；可能是由于回答者没有直切要害写了很多你并不关心的内容。从多个页面的多个回答里大海捞针找到对你有用的信息有时候效率是很低的。而 chatgpt 可以直接提问。
3. 用 chatgpt ，你可以自然地提问，而不仅仅是搜索。你可以把相关的信息告诉它，让它来分析。尽管解决思路不一定对，但是循序间金，逐渐几个提问，往往也能找到一些思路和有价值的信息。"
924080,12818168,SWBMESSI,2023-03-15 10:48:28 +08:00,可以提高编程效率倒是的，提高学习效率也是可以的
924080,12818214,otakustay,2023-03-15 10:56:45 +08:00,如果 AI 能让我 130%的效率写代码，那等效就有好多个没啥水平的外包岗位能减掉，这何尝不是一种替代
924080,12818297,cmdOptionKana,2023-03-15 11:07:10 +08:00,"@otakustay 其实不能这样简单换算。

比如以前的人用汇编、C 语言编程，后来有 Java 、Python ，又有很多框架、开源库，又有 IDEA 之类的优秀工具，编程效率也是提高到 130%, 在此基础上在提高到 130%, 如此不断提高已经很多次了，但程序员的从业人数非但没减少，反而爆发性增长。"
924080,12818353,ersic,2023-03-15 11:16:25 +08:00,@zqlcrow 为啥要替代，比原生搜索引擎好，可以提高效率不就是好事吗
924080,12818368,CopenhagenCat,2023-03-15 11:18:20 +08:00,"个人想法, 短中期比较看好 GPT.

就跟以前搜索引擎刚出来一样, 节约了大量的找资料的时间. 不过现在网络中被各种""垃圾""填满了, 导致搜索效率还是变低了.

GPT-based 的这些工具好像目前就是干了这样的工作, 从垃圾堆中帮我们更高效的找出一些资料.

至于未来会变成怎么样, 我就不做预测了. 只能说目前使用感觉良好."
924080,12818396,otakustay,2023-03-15 11:20:30 +08:00,@cmdOptionKana  #86 那是蛋糕在变大，你看现在不就蛋糕大不起来了，就开始裁
924080,12818411,tairan2006,2023-03-15 11:21:43 +08:00,"可以写代码，这个毫无疑问。

不过你让他写大工程显然是不可能的，小段的代码可以咨询，但是也不能保证全对。

另外就是目前可能还没 github copilot 好用…"
924080,12818428,cmdOptionKana,2023-03-15 11:23:08 +08:00,@otakustay 对，你说到了比 AI 更关键的影响因素，蛋糕大不起来，就算没有 AI ，也是要裁的呀。
924080,12818471,Promtheus,2023-03-15 11:29:59 +08:00,简单的可以，但是很多代码是他 yy 出来的。根本没法用。但是讲真参考他的编码思路是完全可以的，
924080,12818491,GrayXu,2023-03-15 11:33:55 +08:00,这东西也发布有一段时间了，不管说各种 wrapper 吧，也有的公司在 production workflow 里用了吧。LLM 的能力用过都说香
924080,12818508,otakustay,2023-03-15 11:38:07 +08:00,@cmdOptionKana  #91 但 AI 能加速或加大裁的力度啊，我现在就非常想干掉某些水平差还浪费我精力的外包……
924080,12818515,NewYear,2023-03-15 11:39:34 +08:00,"试过用 ChatGPT 编写想要的东西，沟通过程可以说比较麻烦，但是效果还是挺好的。

但只适合拿来做思路，Demo 代码，然后自己微调，全部由它完成沟通过程会非常漫长。"
924080,12818806,46Gnj0E0OBmad377,2023-03-15 12:44:42 +08:00,提高效率也能消灭岗位
924080,12818810,Wooork,2023-03-15 12:45:08 +08:00,至少目前来讲，可能相当于你不用 Google 和用 Google 的作用？
924080,12818847,uSy62nMkdH,2023-03-15 12:52:33 +08:00,这边建议你换领导
924080,12818872,sparkpark,2023-03-15 13:01:43 +08:00,短期内还不太可能，长期来看确实有可能。后面可能会出现 AI 专用的编程语言，毕竟现在的语言都是给人看的，AI 专用的编程语言不需要人理解，可能会带来更高的效率、更好的性能，像 550C 直接驱动硬件一样
924080,12818879,zhaokun,2023-03-15 13:02:46 +08:00,建议你先问问 GPT
924080,12818916,qq565425677,2023-03-15 13:11:12 +08:00,chatGPT 的深度或许没有那么深，但绝对是快速上手任何对你来说是新事物的最佳工具。以前如果有什么想法，可能看到较高门槛或复杂的文档就放弃了，现在可以通过 chatGPT 快速上手，有什么问题也可以非常详细的描述出来，它都能听懂，这比搜索引擎换着搜关键词什么的高效过了
924080,12818961,Helsing,2023-03-15 13:24:38 +08:00,目前来看没有复杂思维能力，但是用来辅助编程确实是一个很强的工具。
924080,12818963,frankies,2023-03-15 13:24:49 +08:00,肯定是不能替代的，但是已经差不多有了写常见业务代码的能力，正确率有个八成吧，能提高初级程序员的开发效率
924080,12818999,levelworm,2023-03-15 13:35:14 +08:00,他不用会写完整的代码，能写一部分就行了。弄不好以后一 lead 三 senior 六 junior 这种团队就可以变成一 lead 三 senior 六 ai 。
924080,12819093,vivipure,2023-03-15 13:50:14 +08:00,可以，目前遇到的大部分报错，找 GPT 比 google 快多了。比如我安卓只有 20 分，我想开发安卓应用，它能让我达到 70 分左右的水平。不需要感到焦虑，把它当作工具，你会更有竞争力。 至于未来会不会取代程序员，我感觉大部分低端程序员肯定是会被取代的
924080,12819111,qiaobeier,2023-03-15 13:53:03 +08:00,今天产品经理就新项目的技术栈去问了 GPT ，差点把我们坑死！
924080,12819130,tool2d,2023-03-15 13:55:25 +08:00,"GPT 编程等级应该是初级码农水平，但架不住 AI 编程语言会的多啊。

很适合用来培训和教学。"
924080,12819150,tool2d,2023-03-15 13:57:47 +08:00,"@qiaobeier 哈哈，只要有人问，AI 就答。哪怕答不上来，也能东拼西凑，一本正经的胡说八道，反正能唬住产品经理就行。

AI 大忽悠绝对不是浪得虚名。"
