topic_id,rpid,username,ctime,message
1104479,15785493,Pending,2025-01-12 15:01:14 +08:00,"写写一些“模板代码”还行。一些现实中资料贫乏甚至没有资料的问题，目前的人工智能仍然无法全部自动化，仍然需要大量的人工介入。

举个例子：
我最近玩老滚 5 （上古卷轴 5 ）和 恩达瑞尔（从老滚 5 独立出来的大型 MOD ），有些冷门 MOD 没有汉化的，或者 MOD 更新了，汉化没及时跟上，就需要自己搞汉化。
需求：把 MOD 丢给大模型，能直接给我一个汉化好的 MOD 吗？不行吧？能不能一句话自己学会汉化 MOD ，学会之后我丢个原始 MOD 给你，你给我个汉化后的 MOD ？不行吧？仍然需要人工参与大量工作。

再贴近程序员一点：
我有某个需求，你直接个我生成一个可执行程序 EXE 行不行？不行吧？顶多给个代码，大型的、逻辑复杂的项目可能还有错，你还得自己去审核代码。你偷懒不审核，运行起来时有 BUG ，你总要自己找 BUG 吧？让大模型自己找，修好一个 BUG 会不会引入另一个 BUG ？人命关天的项目、涉及资金的银行项目你敢不敢让大模型而自己不重新审核？

你要让上述需求变成一句话丢给大模型就能实现，是不是仍然要人工参与？包括但不限于开发接口让大模型读懂二进制文件并输出二进制文件？"
1104479,15785613,max1024,2025-01-12 16:13:53 +08:00,并不会，我已经重度使用 Cursor 和 windsurf 几个月了，1.你需要很精确的描述 2.你要对业务了解很透 3.AI 也有出错的地方，普通人根本无法解决。AI 能帮你快速实现，但也需要你本身很了解业务，甚至对技术细节都需要了解的，那些声称 1 小时 1 天做出了 XX ，能做个单一的功能都不错了，甚至只是玩一玩而已。
1104479,15785625,mumbler,2025-01-12 16:24:44 +08:00,@glcolof #11 领导不需要对程序员编程，但产品经理，项目经理是需要的，要跟程序员开很多次会沟通需要，安排每天的工作，检查工作进度，协调资源，这部分工作早晚也会被 AI 代替，只有老板不会被代替，老板的工作找人，找钱，找方向
1104479,15785629,4BVL25L90W260T9U,2025-01-12 16:27:37 +08:00,从汇编到 C 语言，从 C 语言到 Python ，从 Python 到自然语言，又一次进化而已。跟你的理解恰恰相反，活儿反倒会越来越多，需要的人也会越来越多。
1104479,15785719,Od37v61n5s89gXx8,2025-01-12 17:14:21 +08:00,天天说些没营养的人云亦云。1#给了你财务自由的思路你倒是试试啊，反正成本也不高。实在不想投资，叫 AI 给你写个全兼容 WINDOWS 和 OFFICE ，你就彻底发财了
1104479,15785755,iovekkk,2025-01-12 17:34:44 +08:00,复杂的业务应该还是需要人工的，特别我司的产品偶尔提出的那些奇葩需求，AI 如果能完全理解并解决，我觉得它都可以去统治世界了
1104479,15785765,xiaojie668329,2025-01-12 17:40:11 +08:00,"天天这种帖子，不知道是缓解焦虑还是寻找共鸣。

AI 帮我解决了大量问题，它替代不了我，只会让我更高效更强。

没活路了，转行吧。

AI 替代别的某些行业可能比替代程序员的速度更快。"
1104479,15785770,TWorldIsNButThis,2025-01-12 17:43:53 +08:00,生成一个用 java pdfbox 提取火车票电子 f 票信息的程序试试呢
1104479,15785779,wusheng0,2025-01-12 17:52:04 +08:00,"@Pending 
主要是发展速度会怎么样，
一直停滞这个水平还好说，
要是过两年真达到直接需求转 App ，那至少岗位减少是没法避免的"
1104479,15785822,wweerrgtc,2025-01-12 18:25:43 +08:00,"@TWorldIsNButThis #19 这个 ai 真可以

https://chatgpt.com/share/67839860-f0fc-8013-b4e4-6e9c5c75d826"
1104479,15785831,PeterKim,2025-01-12 18:31:47 +08:00,"我记得没错的话，GPT3.5 是 2022 年年底出的，不过当时都把注意力放世界杯了，所以没怎么去关注，然而到现在过去两年多了吧？就不说程序员了，文员、客服之类的，初中学历就可以任职的岗位有被代替吗？还是超市的收银员被代替了？

还人人学会编程，PC 时代，人人都能熟练操作计算机了吗？那时候满大街的电脑修理店是靠什么活的？我那会儿兼职干过这活，每天需求量最大的就是装系统，装系统难吗？

一次两次也就算了，V 社里面怎么说也是程序员群体居多，隔三差五来一个这种帖子，还都是跟 Crsor 或者把其他 AI 工具名字带上，我真怀疑是不是软广。"
1104479,15785875,WngShhng,2025-01-12 18:56:05 +08:00,没活路了，以后 AI 会统治世界
1104479,15785884,HaibaraDP,2025-01-12 19:02:08 +08:00,office 没谁不会，也没谁会
1104479,15785890,seki,2025-01-12 19:07:01 +08:00,没有活路了，最多也就只能活 100 多岁
1104479,15785995,yeqizhang,2025-01-12 20:19:53 +08:00,没活路了，以后 ai 可以优化 ai ，更强
1104479,15786010,dringo,2025-01-12 20:32:06 +08:00,"ai 的发展确实是快，但是人类对接的比较慢，

与 ai 发展的速度比起来，人类社会的其他部分是短板，所以感觉并没有那么快会完成普通程序员的全面变革"
1104479,15786019,glcolof,2025-01-12 20:35:16 +08:00,"@ThomasKim 你可以自己试一下的，免费的 VSCode 插件 Cline+国产 AI DeepSeek （注册送 10 块钱，可以用好久），在网站前后端开发领域是真的强。
现在的 AI 主要是取代纯文字类工作，在线客服确实已经被取代得差不多了，有事找客服，都得“转人工”好几次。体力劳动反而是难以取代的。"
1104479,15786030,H97794,2025-01-12 20:38:52 +08:00,"跟当年搜索火的时候,说那些修电脑的都要失业一样"
1104479,15786045,PeterKim,2025-01-12 20:46:00 +08:00,"@glcolof #28 我不是没试过，当时申请虚拟卡，使用虚拟号进行注册账号，现在我的 webstorm 也是使用各种 AI 插件，我不否认 AI 的强大，但是说 AI 代替各种职位，真的还没到那时候，至于客服，你真的想的太简单了，我老婆自从我妈来看孩子之后就去上班了，因为没有一技之长所以找的客服的工作，大公司的外包客服，小公司的客服都干过，不管是电话还是在线打字客服，需求量都很大，你不信可以自己去 boss 里面搜客服相关的岗位，多的离谱，离职率也很高。

对了，位于刘强东老家宿迁的京东客服中心，除了在宿迁外，常年在宿迁附近的城市招聘客服，入职成功就报销来回面试的路费和住宿费，你所说的“在线客服确实已经被取代得差不多了”是基于什么结论得出来的？反正我老婆每次 boss 上线就能收到宿迁京东客服的面试邀请。"
1104479,15786114,Genshin2020,2025-01-12 21:15:55 +08:00,"我没有感觉 AI 可以替代我，3.5 刚出的时候我就在用它去提升自己的工作效率，AI 的代码在项目中的比例一点点提升到当前 90%的水平，还有 10%的代码是我自己写的，现在 AI 代码占比每提升 1%都是困难的，是我不想吗，但当前真的做不到，甚至 AI 使用水平低一些的人，AI 代码占比 50%都不到，不要用小红书那种完成个补光灯 APP 来和我抬杠，一个 10 人团队开发周期 6 个月的项目，前前后后的需求修改，可不是玩具项目可以比拟的。

让 AI 干活，让我架构能力和业务描述沟通能力提升不是一个级别，否则你没有办法很好的驾驭 AI ，让它按照你的意思去干活。

AI 代码占比高，和 AI 编辑器出现和大模型的版本关系更多。

还有很多人对程序员这个职业的理解，算了，你说的对，抬杠没意思，你输出观点了，我是反驳不掉的，因为这已经是你认知和世界观。

至少程序员有其他行业永远也无法企及的点，可能知道的不说，那我也不多嘴。

就仿佛赚钱的行当不会和人分享，能分享的赚钱路子，都是想让你交学费，废物利用，再赚点最后价值。"
1104479,15786183,liuzimin,2025-01-12 21:56:29 +08:00,你还在活路上吗？我都死好几年死透了。。。🤔
1104479,15786184,catwalk,2025-01-12 21:56:51 +08:00,"别只盯着 “程序员”，程序员都是会思考的人。当新时代来临，掌握和运用，参考雷军说的风口比努力更重要，也就是选择比努力更重要。

普通程序员如果不继续学习或者还没 Ai 时代，不继续学习新技术也容易被淘汰，并非程序员的问题。是人不学习就会被淘汰，只不过有 Ai 的来临更加快和迅速。

虽然我不是程序员，但是我比较庆幸和自豪能够比“普通人”更早了解和接触这些信息，有信息差和我主动学习，能了解的更多，能做的事情也更多，并不觉得 AI 出来就被替代和落后。

现阶段的 Ai 从出来的 ChatGPT 到现在这么多大模型，其实发展非常迅速，不久将来可以看见，会有些职业会被淘汰。

不可否认，AI 发展真的非常快，作为在这行的参与者和见证者，不断学习和思考，不会过的比别人差。

Ai 现在看到比较多的是在卖课，有市场说明有痛点在，卖课又不是偷抢，现在能自己赚钱自己花，没什么可点评的。

目前阶段的 Ai 对个人帮助比较大，认为有一定价值，但还没到那种输入银行账号，AI 自动能打钱进来的那种，所以不要过度担心，机会还是很多的。"
1104479,15786226,haiku,2025-01-12 22:10:56 +08:00,经济好工作机会会多起来，不好还是白搭
1104479,15786368,syh2,2025-01-12 23:18:40 +08:00,个人感觉，现在基本的、底层的东西，要么 AI 开发，要么找外包开发，留下少量的（正编）负责管理团队，对接业务需求就 OK 了，基本大厂都逐渐往这个模式转变，如果技术水平很一般的程序员，感觉要么接受现实转外包继续开发，要么想办法进入管理层，或者多接触业务，或者转行，不然真的逃不过 35 危机，😮‍💨
1104479,15786412,pagxir,2025-01-12 23:35:56 +08:00,别的不说，你让 ai 把一段业务代码正确的从 js 翻译成 c 从而变成没有一堆依赖的 ELF 文件试试。比如我们知道 um Linux 仅仅支持 x86 ，你去让 AI 把它扩展完成对 arm64 也能工作试试。目前的 AI 就只是一个能模板化的搜索引擎。
1104479,15786484,yvescheung,2025-01-13 00:24:57 +08:00,你也说了是做了几个简单的网页应用和 flutter 应用，如果平时的工作都是这种类型，那确实没有活路了
1104479,15786550,HENQIGUAI,2025-01-13 02:57:52 +08:00,好的，如你所说，没活路了。
1104479,15786751,Narcissu5,2025-01-13 08:50:55 +08:00,你既然对 AI 这么有信心，这个问题干嘛不问 AI
1104479,15786827,qiaobeier,2025-01-13 09:03:14 +08:00,一天天的就知道瞎鸡儿焦虑
1104479,15786902,hjw45611,2025-01-13 09:12:49 +08:00,普通程序员如果是这种水平，那还真是没活路了，活该找不到工作
1104479,15786929,Felldeadbird,2025-01-13 09:16:41 +08:00,"出成品后，AI 会帮你迭代不。一天天在贩卖焦虑。也就你们这些特别爱吹 AI 的人，说着 AI 怎样统治地球，一边贩卖焦虑，一边卖课教人怎样用 AI 。

真正使用 AI 的人，绝对不是贩卖焦虑，反而积极游说身边的人：你遇到问题可以咨询 AI 。AI 可以帮助解决不少事情。"
1104479,15786963,Muyiafan,2025-01-13 09:20:52 +08:00,现阶段的 AI 还只是个给人用的工具。
1104479,15787008,dif,2025-01-13 09:25:06 +08:00,AI 就相当于你原来用手搬砖，现在换成机械，修房子的主体从来都是人，机器只不过是关键节点取代了一部分不是很重要的人，即使现在各种机械化操作，但依旧需要人，只不过不再需要那么多而已。
1104479,15787036,tommyzhang,2025-01-13 09:28:03 +08:00,毕竟  初级程序员并不缺 且创业成功跟程序员关系也不大
1104479,15787134,wegbjwjm,2025-01-13 09:36:47 +08:00,可以去帮在线荷官做平台，狗头包命
1104479,15787160,RockyLi,2025-01-13 09:39:13 +08:00,"我就问你.国内的话,给不给 ai 交社保.社保人数不够,资质能不能申请. ai 给不给国家纳税.  ai 会不会主动消费...."
1104479,15787208,Ericality,2025-01-13 09:43:31 +08:00,"你发现了商机 快上
(ai 写的东西 出了 bug 你能修嘛 你确定它能修么?"
1104479,15787243,XunzhiJun,2025-01-13 09:46:29 +08:00,@NewYear 如果真的这么方便，程序员创业当老板开发 APP 的结果就是，大概率根本卖不出去。因为更懂营销的老板也花 3500 招聘普通人开发一系列 APP 抢占了程序员老板的市场。
1104479,15787336,caey,2025-01-13 09:54:47 +08:00,感觉目前更多的是和 GPT 一样，是一个提高工作效率的工具，而不是所谓的替代关系。我是乐意 AI 不断进步的，毕竟我们可以尝试驾驭它，实现效率产出的增长，毕竟纠结码代码本身的意义并不大，核心更多的是如何实现和满足用户复杂又多变的需求。
1104479,15787379,wenjun19931112,2025-01-13 09:58:46 +08:00,"🙄🙄🙄
说过很多遍了，ai 目前不是替代某个职位，而是提高生产效率，从而减少岗位数量。
另外，需要用发展的眼光看问题，大模型从面世到现在，才 2 年就到这个程度了。
再等 5 年会怎么样？所以保持危机感是很正确的。"
1104479,15787382,yxzblue,2025-01-13 09:59:01 +08:00,我非常担心以后医生和律师会失业，问诊直接交给 AI ，律师法庭辩论直接交给 AI 自动生成。
1104479,15787404,dooonabe,2025-01-13 10:02:22 +08:00,没活路了，快去送外卖吧
1104479,15787447,Zzzz77,2025-01-13 10:08:53 +08:00,"没事，你还可以：
用 AI 写个 windows+office 全家桶干翻微软
用 AI 写个 Google 、百度占领全球搜索引擎市场
用 AI 写个淘宝、京东、拼多多、亚马逊一统世界电商格局
用 AI 写个微信、QQ 、抖音、小红书将中国互联网社交尽数掌控

完了太多了，列举不完了……"
1104479,15787449,fun201108,2025-01-13 10:08:55 +08:00,没有，早点去 spa
1104479,15787455,kakki,2025-01-13 10:09:25 +08:00,"目前体验下来,写写 getting started 的水平,帮你用某语言惯用法重新排版格式化一下代码,检查一下优化空间,真拿来干现实的项目可提升空间还很大.其实应该想一想...最该失业的难道不是决策层吗? 什么数据都有了,社会运转效率最大化的量化工作难道不应该是计算机的长处?还搞什么瘠薄的意识形态?"
1104479,15787540,dobelee,2025-01-13 10:17:12 +08:00,没有了，每天都当最后一天干。
1104479,15787553,zhoulouzi,2025-01-13 10:18:14 +08:00,不必担心
1104479,15787556,bluehtt,2025-01-13 10:18:35 +08:00,啥玩意儿？我还以为遇到啥天大冤屈了
1104479,15787576,zjsxwc,2025-01-13 10:20:02 +08:00,"不是被替代，而被加强，我现在一个程序员就是一个团队。
被替代的是之前作为信息检索库类型的职业。"
1104479,15787598,pike0002,2025-01-13 10:21:44 +08:00,"以目前的段位，应该更适合使用 AI 来做一些 MVP 或者 POC 之类的。如果是个严肃的复杂一点的项目，它的定位应该就是辅助。不要盲目轻信它。但是未来确实有可能会取代一部分只会增删改查的程序员。

现在的问题：
1. 并不能完整无误的理解你的需求，对于复杂一点的项目，你可能需要写很复杂的指令，然后它还可能没办法完全按照你的意思来实现。
2. 它的实现还不能算是完全的没问题，很多情况下它只是实现了你的需求的一部分，然后让你产生错觉以为都实现了。
3. 在做新的功能时会把之前的一些东西改掉然后你就需要回去把之前的东西再测试一遍，其实时间成本可能也不小。
4. 关键是这种如果纯靠 AI 生成，大一点的话你肯定不会去仔细读代码，导致如果出 bug 了，你可能比较痛苦，而这个时候很多 AI 可能也不知道问题真正在哪里..."
1104479,15787654,sampeng,2025-01-13 10:26:32 +08:00,没啊。。作为全栈，原先是一个人全干，每次想到要实现一堆模版的不同平台的东西就脑子疼。现在只要说说话就人帮我干。我乐呵得不行。
1104479,15787803,JConlee,2025-01-13 10:39:21 +08:00,"大家居安思危呀。三年前设计、美工也是这么想 AI ，这不行那不行，还是得靠人。两年前图像生成大革新，质量继续提高，设计部门马上走了七七八八，只保留了原来一半不到的人用 AI 来做活。

我们都知道现在 cursor 用起来也就是还行，不是那么完美，但确实能提升一点效率，目前效率提升可能就 5%-20%。但是工作的总量就那么多，效率提升了确实就不需要那么多人。以我们的实际经验的话，我们半年前需要 x 名前端，现在确实只需要 x-1 名。AI 虽然没有直接替代这一名同学的所有工作，但他给其他人带来的效率提升确实省出了一个人力。我并没有让这位兄弟离开，因为我跟他们处久了有一些感情在，然后努力拿到了更多的活。但如果 AI for coding 继续大幅提升呢？我真不能给手下的兄弟们保证明天会怎样，我也跟他们明说了。其他人也好，投资人也好，都会给压力。长远来看，coding with AI 一定是大势所趋。

其他行业也一样，工业革命来的时候一定会有很多人失去原有的工作机会。但是目前来看，coding 会是迎接 AI 革命最早的几个行业之一。越早学会新工具的使用，越有利。"
1104479,15787821,RandomJoke,2025-01-13 10:40:31 +08:00,超市收银员都没完全被替代，操心啥呢。。。
1104479,15787842,thinkershare,2025-01-13 10:42:08 +08:00,AI 是有个将软件工程师从体力密集型劳动转换为脑力密集型劳动非常好的工具，如果你写的代码都是 AI 生成的这种模板，那你的确要被淘汰了。
1104479,15787884,bocchiair,2025-01-13 10:46:04 +08:00,我现在同时用着 github copliot 和 GPT Plus ，复杂的问题配合 o1 处理，我从写业务代码变成了 infra ，给出方案，给出 demo ，让他帮我完善代码。我觉得不是没有活路，是要怎么看待 AI 对于自己的影响，我把它当成了可以去挑战别的不会的技术栈的敲门砖。
1104479,15788042,chenykun123,2025-01-13 11:00:30 +08:00,"@NewYear #1 有没有可能软件能不能成功, 重点压根不在程序员这里? 就像我的世界这个游戏一样, 从代码角度来看就是一坨答辩, 但是不影响它成功."
1104479,15788058,hongyexiaoqing,2025-01-13 11:01:48 +08:00,"日经贴了，说说我的感受，现在 AI 编程工具只能是辅助，不可能是你的程序员。网上的小白 xxx 分钟做出啥，都是瞎吹。

现在 AI 模型无法做到你给一个大目标，它能自己拆解成各个小目标进行执行。而程序员接到产品经理的需求，它会进行**模型抽象、任务拆解、模块设计、编码实现**。

我以小白方式使用 cursor ，让他对一个单页面的 nextjs 项目，进行二次开发。无脑的 accept 他的修改，从提需求--》改代码--》代码报错--》再次修改--》代码再次报错，无限循环。偶然有几次会跳出这个循环，但是运行起来，访问 500 ，功能没实现--bug 增加不少。 

现在我还是老老实实，让他成为我的顾问，帮我解释语法问题，我自己去看文档，自己拆解步骤，然后让它一步一步实现功能。

具体看我的文章 https://mp.weixin.qq.com/s/o7gk7dgcP4Uu1_NBC8eNkA https://midbai.com/post/ai-code-generation/"
1104479,15788073,Vegetable,2025-01-13 11:04:13 +08:00,可以主打古法编程，卖情怀。
1104479,15788075,roykingH,2025-01-13 11:04:52 +08:00,"淘不淘汰我不知道   我只知道自从我使用了 gpt 这样的工具   开发效率巨高
之前接触一个新技术或者遇到编译报错，很多时候都是查搜索引擎或者查日志
现在直接问 chatgpt 就可以给出成功率高达 80%的结局方案  另外的 20%则需要自己研究
而刚好是那 20%的问题   我经过分析和询问 gpt 大概率也能解决  同时能力有很大提高"
1104479,15788103,Dg3gWjbFvvq,2025-01-13 11:07:22 +08:00,如果你能找一个厨师，司机，外卖员，快递员能写出来一个他们日常使用的小程序，并且支持接单，点餐，评价，支付，那么我愿意赞同你的观点。
1104479,15788133,lazydao,2025-01-13 11:10:45 +08:00,先看看出的是产品还是玩具吧。
1104479,15788153,crocoBaby,2025-01-13 11:12:47 +08:00,"早就淘汰了,现在都是 AI 工程师"
1104479,15788187,liangzaiyi,2025-01-13 11:16:49 +08:00,时不时有用，体验下来，现在 AI 要替换程序员，为时过早，写一些小功能的实现还可以。天天忧虑这些还不如多点充实自己，没一种革命创新都是减少部分旧公众，同时诞生很多新的工种。干就完事
1104479,15788214,xzylzz,2025-01-13 11:21:03 +08:00,发帖时能不能搜一搜，这个问题出现过多少次了？没有自己的思考和行动，确实没有活路
1104479,15788282,yangth,2025-01-13 11:30:00 +08:00,以前产品和运营能用 wordpress 做的东西，现在他们用 AI 做，能强多少？ AI 未来如果有更大的提升，程序员没活路，其他行业你觉得都能有活路吗？
1104479,15788283,lizy0329,2025-01-13 11:30:05 +08:00,如果你说的 普通就是做几个页面来自娱自乐，当然是没活路，别说现在，防 20 年前你也没活路
1104479,15788290,tonytonychopper,2025-01-13 11:31:00 +08:00,发帖记录亮了
1104479,15788419,muooOOO,2025-01-13 11:44:38 +08:00,你怎么不让 ai 给你推荐股票？完全按照 ai 的指导去交易试一试？
1104479,15788480,baijuyi,2025-01-13 11:50:32 +08:00,最近在思考这个问题，其实我们应该要学会利用 ai ，就像挖掘机发明了那我们就没必要用锄头去挖土了，而是要学会开挖掘机。道理是一样的
1104479,15788531,zy0829,2025-01-13 11:56:30 +08:00,普工程序员马上就变成月结工了
1104479,15788868,NewYear,2025-01-13 13:22:17 +08:00,"@XunzhiJun 

没关系，因为 AI 比更懂营销的老板更懂营销，既然都用 AI 了，必然要全方面用 AI 碾压啊。"
1104479,15788871,NewYear,2025-01-13 13:23:56 +08:00,"@chenykun123 

软件是否成功，必然是和程序员有关系的，毕竟新的 APP 不断出现，虽然有花钱营销的作用，但实际还是解决了刚需。"
1104479,15788903,riscv,2025-01-13 13:33:08 +08:00,妈的，用 ai 生成了个 usdt 收款地址，收到款后发现私钥不对，调试了两天才知道它发的算法是错的。
1104479,15788910,mandex,2025-01-13 13:34:38 +08:00,没活路了，建议自杀
1104479,15788965,wyttt,2025-01-13 13:42:54 +08:00,ai 连客服都取代不了，找客服最烦的就是 ai ，纯粹浪费时间。
1104479,15789075,xiaoqian713,2025-01-13 13:58:42 +08:00,@wyttt #86 哈哈哈哈
1104479,15789095,la2la,2025-01-13 14:00:31 +08:00,"普通程序员还有活路么？
普通产品还有活路么？
普通工厂打螺丝还有活路么？
普通人还有活路么？
您认为，这个活路是指什么？"
1104479,15789103,kkkkh,2025-01-13 14:01:12 +08:00,你让他给你改个 bug ，看看能不能改好
1104479,15789279,JoeDH,2025-01-13 14:22:45 +08:00,@wyttt #86 那种根本就不叫 AI
1104479,15789404,R4rvZ6agNVWr56V0,2025-01-13 14:41:13 +08:00,不要问，问就是：没有
1104479,15789425,runliuv,2025-01-13 14:43:24 +08:00,@ThomasKim 优秀
1104479,15789486,kele999,2025-01-13 14:54:47 +08:00,还没用过 ai 写代码，out 了
1104479,15789607,8355,2025-01-13 15:13:04 +08:00,@NewYear #1 强有力的反杀，成功反制无脑内耗。
1104479,15790005,sch1111878,2025-01-13 16:12:00 +08:00,"@max1024 就像 2015 年前 &lt;rails 15 分钟写一个博客系统&gt;

写出来是一件事, 到达交付标准是另一回事"
1104479,15790260,1Z3KYa0qBLvei98o,2025-01-13 16:45:15 +08:00,"想当年, lz 回家的主要原因就是 发现一线城市不过如此(和 lz 从小的环境). 就相当于一个游戏 gg 了."
1104479,15790344,a852695,2025-01-13 16:57:40 +08:00,"@wenjun19931112 的确，AI 减少了很多无效的产能。最终只会留下刚性产能，对岗位的影响是比较大的，岗位的质量要求变高，数量要求变少。

再等两年看看 AI ，有种预感 Agent 会嵌入到生产的各个环节中，发挥人难以替代的作用，加大就业的差距。"
1104479,15790354,zhang77555,2025-01-13 16:59:20 +08:00,"目前能看到 AI 取代程序员的唯一办法是 沙雕程序员们只利用 AI 卷死同行, 而不用 AI 改善生活."
1104479,15790554,wenjie83,2025-01-13 17:29:00 +08:00,"实际使用的感受,目前完全取代程序员怕是还不行,不过确实能节省不少时间,一个人干两个人的活还有点难,两个人干三个人的活轻轻松松"
1104479,15790694,lvlongxiang199,2025-01-13 17:52:56 +08:00,"隔一段时间就会提出这些问题, 我都怀疑这是不是为了故意给自己制造热度
https://v2ex.com/t/1089194
https://www.v2ex.com/t/1023860
https://v2ex.com/t/1078535
https://www.v2ex.com/t/1049518"
1104479,15790724,lvlongxiang199,2025-01-13 17:57:49 +08:00,建议还是把这类话题的给挪到 每个月都会出现的那种主题: https://www.v2ex.com/go/monthly
1104479,15790739,n37r06u3,2025-01-13 18:02:21 +08:00,没活路了  赶紧起床革命吧
1104479,15790852,Mast,2025-01-13 18:32:37 +08:00,没活路了，王侯将相宁有种乎？
1104479,15790853,victorc,2025-01-13 18:32:47 +08:00,"当然，这是正在发生的大事件


1. 程序员开发岗位大幅度削减，初级/中间程序员不需要了，hc 至少砍 60%以上，我现在筛简历非计算机专业的都不要了，大厂螺丝钉也不要了，性价比太低，过去 10 几年人傻钱多的好时代消失了

2. 会兴起 AI 软件开发员的岗位，要求知识面广，不用太深，利用 AI 辅助编程来搭建系统，全栈开发岗位，一个人搞定整个应用系统，普通大学应该压缩计算机系招生名额，改成 AI 软件开发 专业，培养单干全栈工程师。一个工厂养 1/2 个这样的程序员就 ok ，没有必要找外包

3. 高级程序员岗位薪水大幅度上升，要求深入研究某个领域，博士毕业 100 万起


对存量程序员的建议

1. all in AI 辅助编程，充分利用工具增强编码能力

2. 程序员能力产品经理化，要求更好的文档写作能力，更好的沟通协调能力，更好事情推进能力，这是都是大模型干不了的事情。 原来程序员 80/90%的精力用来编码，现在利用 AI 辅助，要尽快转移工作状态


如果本身对写代码兴趣不大，只是为了较高收入入行的，有转行的机会就转吧"
1104479,15790902,tianxiaqu123,2025-01-13 18:51:42 +08:00,现在看到 Cursor 都有种 ptsd
1104479,15791021,54xavier,2025-01-13 19:38:40 +08:00,v2ex 上 Cursor 的帖子真 tm 多，次次都是什么很屌很屌，很厉害很厉害，程序员的活路之类的，看的都烦了。Cursor 我上个月也的确用过，对我来说我感觉也只是个用着还行的工具。token 上下文限制下我感觉 Cursor 也不是万能的。
1104479,15791438,poltao,2025-01-13 23:41:02 +08:00,"呃，那你把你写的东西 po 出来让大家看看，不要总是发这张没啥意义的帖子。
截图或者部署在公网上的 url 发出来让大家看看可用性如何，否则还是闭嘴为妙。"
1104479,15791553,exploreexe,2025-01-14 01:04:57 +08:00,早点想路子吧 迟早有那么一天的
1104479,15791660,liuWeiyi98,2025-01-14 07:25:37 +08:00,月经贴了，想那么多有的没的都不如做好当下的事情。时代总会淘汰一些人，无可奈何的事。
1104479,15792012,wnpllrzodiac,2025-01-14 09:35:48 +08:00,"做一个 黑猴 2 先。
资源还是掌握在少数人手里"
